Sample	Gene	Identity(%)	Coverage	Subject	AlignLen
GCA_049570215.1_GCA_049570215.1_ASM4957021v1_genomic_hits	espN	100.0	1.0	CP077473.1	181
GCA_049570215.1_GCA_049570215.1_ASM4957021v1_genomic_hits	espV	98.84	0.972	CP077473.1	173
GCA_049570215.1_GCA_049570215.1_ASM4957021v1_genomic_hits	stx1	100.0	1.0	CP077473.1	112
GCA_049570215.1_GCA_049570215.1_ASM4957021v1_genomic_hits	stx2	100.0	1.0	CP077473.1	83
GCA_049570215.1_GCA_049570215.1_ASM4957021v1_genomic_hits	ureD	100.0	1.0	CP077473.1	188
GCA_049570225.1_GCA_049570225.1_ASM4957022v1_genomic_hits	aggR	100.0	1.0	CP077478.1	107
GCA_049570235.1_GCA_049570235.1_ASM4957023v1_genomic_hits	eae	100.0	1.0	CP077479.1	91
GCA_049570235.1_GCA_049570235.1_ASM4957023v1_genomic_hits	espV	98.84	0.972	CP077479.1	173
GCA_049570245.1_GCA_049570245.1_ASM4957024v1_genomic_hits	Z2098	100.0	1.0	CP077515.1	200
GCA_049570245.1_GCA_049570245.1_ASM4957024v1_genomic_hits	eae	100.0	1.0	CP077515.1	91
GCA_049570245.1_GCA_049570245.1_ASM4957024v1_genomic_hits	espK	100.0	1.0	CP077515.1	176
GCA_049570245.1_GCA_049570245.1_ASM4957024v1_genomic_hits	espN	100.0	1.0	CP077515.1	181
GCA_049570245.1_GCA_049570245.1_ASM4957024v1_genomic_hits	espV	98.84	0.972	CP077515.1	173
GCA_049570245.1_GCA_049570245.1_ASM4957024v1_genomic_hits	ureD	100.0	1.0	CP077515.1	188
GCA_049570315.1_GCA_049570315.1_ASM4957031v1_genomic_hits	Z2098	100.0	1.0	CP077481.1	200
GCA_049570315.1_GCA_049570315.1_ASM4957031v1_genomic_hits	eae	100.0	1.0	CP077481.1	91
GCA_049570315.1_GCA_049570315.1_ASM4957031v1_genomic_hits	espK	100.0	1.0	CP077481.1	176
GCA_049570315.1_GCA_049570315.1_ASM4957031v1_genomic_hits	espN	100.0	1.0	CP077481.1	181
GCA_049570315.1_GCA_049570315.1_ASM4957031v1_genomic_hits	espV	98.84	0.972	CP077481.1	173
GCA_049570315.1_GCA_049570315.1_ASM4957031v1_genomic_hits	stx1	100.0	1.0	CP077481.1	112
GCA_049570315.1_GCA_049570315.1_ASM4957031v1_genomic_hits	stx2	100.0	1.0	CP077481.1	83
GCA_049570315.1_GCA_049570315.1_ASM4957031v1_genomic_hits	ureD	100.0	1.0	CP077481.1	188
GCA_049570325.1_GCA_049570325.1_ASM4957032v1_genomic_hits	Z2098	100.0	1.0	CP077491.1	200
GCA_049570325.1_GCA_049570325.1_ASM4957032v1_genomic_hits	eae	100.0	1.0	CP077491.1	91
GCA_049570325.1_GCA_049570325.1_ASM4957032v1_genomic_hits	espK	99.43	1.0	CP077491.1	176
GCA_049570325.1_GCA_049570325.1_ASM4957032v1_genomic_hits	espN	100.0	1.0	CP077491.1	181
GCA_049570325.1_GCA_049570325.1_ASM4957032v1_genomic_hits	stx1	100.0	1.0	CP077491.1	112
GCA_049570325.1_GCA_049570325.1_ASM4957032v1_genomic_hits	ureD	100.0	1.0	CP077491.1	188
GCA_049570395.1_GCA_049570395.1_ASM4957039v1_genomic_hits	Z2098	100.0	1.0	CP077499.1	200
GCA_049570395.1_GCA_049570395.1_ASM4957039v1_genomic_hits	eae	100.0	1.0	CP077499.1	91
GCA_049570395.1_GCA_049570395.1_ASM4957039v1_genomic_hits	espK	100.0	1.0	CP077499.1	176
GCA_049570395.1_GCA_049570395.1_ASM4957039v1_genomic_hits	espN	100.0	1.0	CP077499.1	181
GCA_049570395.1_GCA_049570395.1_ASM4957039v1_genomic_hits	espV	98.84	0.972	CP077499.1	173
GCA_049570395.1_GCA_049570395.1_ASM4957039v1_genomic_hits	stx1	100.0	1.0	CP077499.1	112
GCA_049570395.1_GCA_049570395.1_ASM4957039v1_genomic_hits	ureD	100.0	1.0	CP077499.1	188
GCA_049570405.1_GCA_049570405.1_ASM4957040v1_genomic_hits	Z2098	100.0	1.0	CP077506.1	200
GCA_049570405.1_GCA_049570405.1_ASM4957040v1_genomic_hits	eae	100.0	1.0	CP077506.1	91
GCA_049570405.1_GCA_049570405.1_ASM4957040v1_genomic_hits	espK	100.0	1.0	CP077506.1	176
GCA_049570405.1_GCA_049570405.1_ASM4957040v1_genomic_hits	espN	100.0	1.0	CP077506.1	181
GCA_049570405.1_GCA_049570405.1_ASM4957040v1_genomic_hits	espV	98.84	0.972	CP077506.1	173
GCA_049570405.1_GCA_049570405.1_ASM4957040v1_genomic_hits	stx1	100.0	1.0	CP077506.1	112
GCA_049570405.1_GCA_049570405.1_ASM4957040v1_genomic_hits	ureD	100.0	1.0	CP077506.1	188
GCA_050245465.1_GCA_050245465.1_ASM5024546v1_genomic_hits	eae	100.0	1.0	CP182026.1	91
GCA_050245465.1_GCA_050245465.1_ASM5024546v1_genomic_hits	espK	100.0	1.0	CP182026.1	176
GCA_050245465.1_GCA_050245465.1_ASM5024546v1_genomic_hits	espV	98.84	0.972	CP182026.1	173
GCA_050245465.1_GCA_050245465.1_ASM5024546v1_genomic_hits	ureD	100.0	1.0	CP182026.1	188
GCA_050563505.1_GCA_050563505.1_ASM5056350v1_genomic_hits	ureD	100.0	1.0	CP191804.1	188
GCA_050703585.1_GCA_050703585.1_ASM5070358v1_genomic_hits	Z2098	100.0	1.0	CP077519.1	200
GCA_050703585.1_GCA_050703585.1_ASM5070358v1_genomic_hits	eae	100.0	1.0	CP077519.1	91
GCA_050703585.1_GCA_050703585.1_ASM5070358v1_genomic_hits	espK	100.0	1.0	CP077519.1	176
GCA_050703585.1_GCA_050703585.1_ASM5070358v1_genomic_hits	espN	100.0	1.0	CP077519.1	181
GCA_050703585.1_GCA_050703585.1_ASM5070358v1_genomic_hits	espV	98.84	0.972	CP077519.1	173
GCA_050703585.1_GCA_050703585.1_ASM5070358v1_genomic_hits	stx1	100.0	1.0	CP077519.1	112
GCA_050703585.1_GCA_050703585.1_ASM5070358v1_genomic_hits	stx2	100.0	1.0	CP077519.1	83
GCA_050703585.1_GCA_050703585.1_ASM5070358v1_genomic_hits	ureD	100.0	1.0	CP077519.1	188
GCA_050703595.1_GCA_050703595.1_ASM5070359v1_genomic_hits	Z2098	100.0	1.0	CP077526.1	200
GCA_050703595.1_GCA_050703595.1_ASM5070359v1_genomic_hits	eae	100.0	1.0	CP077526.1	91
GCA_050703595.1_GCA_050703595.1_ASM5070359v1_genomic_hits	espK	100.0	1.0	CP077526.1	176
GCA_050703595.1_GCA_050703595.1_ASM5070359v1_genomic_hits	espN	100.0	1.0	CP077526.1	181
GCA_050703595.1_GCA_050703595.1_ASM5070359v1_genomic_hits	espV	98.84	0.972	CP077526.1	173
GCA_050703595.1_GCA_050703595.1_ASM5070359v1_genomic_hits	stx1	100.0	1.0	CP077526.1	112
GCA_050703595.1_GCA_050703595.1_ASM5070359v1_genomic_hits	stx2	100.0	1.0	CP077526.1	83
GCA_050703595.1_GCA_050703595.1_ASM5070359v1_genomic_hits	ureD	100.0	1.0	CP077526.1	188
GCA_050703605.1_GCA_050703605.1_ASM5070360v1_genomic_hits	Z2098	100.0	1.0	CP077531.1	200
GCA_050703605.1_GCA_050703605.1_ASM5070360v1_genomic_hits	eae	100.0	1.0	CP077531.1	91
GCA_050703605.1_GCA_050703605.1_ASM5070360v1_genomic_hits	espK	100.0	1.0	CP077531.1	176
GCA_050703605.1_GCA_050703605.1_ASM5070360v1_genomic_hits	espN	100.0	1.0	CP077531.1	181
GCA_050703605.1_GCA_050703605.1_ASM5070360v1_genomic_hits	espV	98.84	0.972	CP077531.1	173
GCA_050703605.1_GCA_050703605.1_ASM5070360v1_genomic_hits	stx1	100.0	1.0	CP077531.1	112
GCA_050703605.1_GCA_050703605.1_ASM5070360v1_genomic_hits	ureD	100.0	1.0	CP077531.1	188
GCA_050703615.1_GCA_050703615.1_ASM5070361v1_genomic_hits	Z2098	100.0	1.0	CP077538.1	200
GCA_050703615.1_GCA_050703615.1_ASM5070361v1_genomic_hits	eae	100.0	1.0	CP077538.1	91
GCA_050703615.1_GCA_050703615.1_ASM5070361v1_genomic_hits	espK	100.0	1.0	CP077538.1	176
GCA_050703615.1_GCA_050703615.1_ASM5070361v1_genomic_hits	espN	100.0	1.0	CP077538.1	181
GCA_050703615.1_GCA_050703615.1_ASM5070361v1_genomic_hits	espV	98.84	0.972	CP077538.1	173
GCA_050703615.1_GCA_050703615.1_ASM5070361v1_genomic_hits	stx1	100.0	1.0	CP077538.1	112
GCA_050703615.1_GCA_050703615.1_ASM5070361v1_genomic_hits	stx2	100.0	1.0	CP077538.1	83
GCA_050703615.1_GCA_050703615.1_ASM5070361v1_genomic_hits	ureD	100.0	1.0	CP077538.1	188
GCA_050703625.1_GCA_050703625.1_ASM5070362v1_genomic_hits	Z2098	100.0	1.0	CP077540.1	200
GCA_050703625.1_GCA_050703625.1_ASM5070362v1_genomic_hits	eae	100.0	1.0	CP077540.1	91
GCA_050703625.1_GCA_050703625.1_ASM5070362v1_genomic_hits	espK	100.0	1.0	CP077540.1	176
GCA_050703625.1_GCA_050703625.1_ASM5070362v1_genomic_hits	espN	100.0	1.0	CP077540.1	181
GCA_050703625.1_GCA_050703625.1_ASM5070362v1_genomic_hits	espV	98.84	0.972	CP077540.1	173
GCA_050703625.1_GCA_050703625.1_ASM5070362v1_genomic_hits	stx1	100.0	1.0	CP077540.1	112
GCA_050703625.1_GCA_050703625.1_ASM5070362v1_genomic_hits	stx2	100.0	1.0	CP077540.1	83
GCA_050703625.1_GCA_050703625.1_ASM5070362v1_genomic_hits	ureD	100.0	1.0	CP077540.1	188
GCA_050703635.1_GCA_050703635.1_ASM5070363v1_genomic_hits	Z2098	100.0	1.0	CP077545.1	200
GCA_050703635.1_GCA_050703635.1_ASM5070363v1_genomic_hits	eae	100.0	1.0	CP077545.1	91
GCA_050703635.1_GCA_050703635.1_ASM5070363v1_genomic_hits	espK	100.0	1.0	CP077545.1	176
GCA_050703635.1_GCA_050703635.1_ASM5070363v1_genomic_hits	espN	100.0	1.0	CP077545.1	181
GCA_050703635.1_GCA_050703635.1_ASM5070363v1_genomic_hits	espV	98.84	0.972	CP077545.1	173
GCA_050703635.1_GCA_050703635.1_ASM5070363v1_genomic_hits	stx1	100.0	1.0	CP077545.1	112
GCA_050703635.1_GCA_050703635.1_ASM5070363v1_genomic_hits	stx2	100.0	1.0	CP077545.1	83
GCA_050703635.1_GCA_050703635.1_ASM5070363v1_genomic_hits	ureD	100.0	1.0	CP077545.1	188
GCA_050703645.1_GCA_050703645.1_ASM5070364v1_genomic_hits	Z2098	100.0	1.0	CP077557.1	200
GCA_050703645.1_GCA_050703645.1_ASM5070364v1_genomic_hits	eae	100.0	1.0	CP077557.1	91
GCA_050703645.1_GCA_050703645.1_ASM5070364v1_genomic_hits	espK	100.0	1.0	CP077557.1	176
GCA_050703645.1_GCA_050703645.1_ASM5070364v1_genomic_hits	espN	100.0	1.0	CP077557.1	181
GCA_050703645.1_GCA_050703645.1_ASM5070364v1_genomic_hits	espV	98.84	0.972	CP077557.1	173
GCA_050703645.1_GCA_050703645.1_ASM5070364v1_genomic_hits	stx1	100.0	1.0	CP077557.1	112
GCA_050703645.1_GCA_050703645.1_ASM5070364v1_genomic_hits	stx2	100.0	1.0	CP077557.1	83
GCA_050703645.1_GCA_050703645.1_ASM5070364v1_genomic_hits	ureD	100.0	1.0	CP077557.1	188
GCA_050703695.1_GCA_050703695.1_ASM5070369v1_genomic_hits	Z2098	100.0	1.0	CP077551.1	200
GCA_050703695.1_GCA_050703695.1_ASM5070369v1_genomic_hits	eae	100.0	1.0	CP077551.1	91
GCA_050703695.1_GCA_050703695.1_ASM5070369v1_genomic_hits	espK	100.0	1.0	CP077551.1	176
GCA_050703695.1_GCA_050703695.1_ASM5070369v1_genomic_hits	espN	100.0	1.0	CP077551.1	181
GCA_050703695.1_GCA_050703695.1_ASM5070369v1_genomic_hits	espV	98.84	0.972	CP077551.1	173
GCA_050703695.1_GCA_050703695.1_ASM5070369v1_genomic_hits	stx1	100.0	1.0	CP077551.1	112
GCA_050703695.1_GCA_050703695.1_ASM5070369v1_genomic_hits	ureD	100.0	1.0	CP077551.1	188
GCA_050703705.1_GCA_050703705.1_ASM5070370v1_genomic_hits	Z2098	100.0	1.0	CP077562.1	200
GCA_050703705.1_GCA_050703705.1_ASM5070370v1_genomic_hits	eae	100.0	1.0	CP077562.1	91
GCA_050703705.1_GCA_050703705.1_ASM5070370v1_genomic_hits	espK	100.0	1.0	CP077562.1	176
GCA_050703705.1_GCA_050703705.1_ASM5070370v1_genomic_hits	espN	100.0	1.0	CP077562.1	181
GCA_050703705.1_GCA_050703705.1_ASM5070370v1_genomic_hits	espV	98.84	0.972	CP077562.1	173
GCA_050703705.1_GCA_050703705.1_ASM5070370v1_genomic_hits	stx1	100.0	1.0	CP077562.1	112
GCA_050703705.1_GCA_050703705.1_ASM5070370v1_genomic_hits	ureD	100.0	1.0	CP077562.1	188
GCA_050703855.1_GCA_050703855.1_ASM5070385v1_genomic_hits	Z2098	100.0	1.0	CP077565.1	200
GCA_050703855.1_GCA_050703855.1_ASM5070385v1_genomic_hits	eae	100.0	1.0	CP077565.1	91
GCA_050703855.1_GCA_050703855.1_ASM5070385v1_genomic_hits	espK	100.0	1.0	CP077565.1	176
GCA_050703855.1_GCA_050703855.1_ASM5070385v1_genomic_hits	espN	100.0	1.0	CP077565.1	181
GCA_050703855.1_GCA_050703855.1_ASM5070385v1_genomic_hits	espV	98.84	0.972	CP077565.1	173
GCA_050703855.1_GCA_050703855.1_ASM5070385v1_genomic_hits	stx1	100.0	1.0	CP077565.1	112
GCA_050703855.1_GCA_050703855.1_ASM5070385v1_genomic_hits	stx2	100.0	1.0	CP077565.1	83
GCA_050703855.1_GCA_050703855.1_ASM5070385v1_genomic_hits	ureD	100.0	1.0	CP077565.1	188
GCA_050703865.1_GCA_050703865.1_ASM5070386v1_genomic_hits	Z2098	100.0	1.0	CP077567.1	200
GCA_050703865.1_GCA_050703865.1_ASM5070386v1_genomic_hits	eae	100.0	1.0	CP077567.1	91
GCA_050703865.1_GCA_050703865.1_ASM5070386v1_genomic_hits	espK	99.43	1.0	CP077567.1	176
GCA_050703865.1_GCA_050703865.1_ASM5070386v1_genomic_hits	espN	100.0	1.0	CP077567.1	181
GCA_050703865.1_GCA_050703865.1_ASM5070386v1_genomic_hits	stx1	100.0	1.0	CP077567.1	112
GCA_050703865.1_GCA_050703865.1_ASM5070386v1_genomic_hits	ureD	100.0	1.0	CP077567.1	188
GCA_050704235.1_GCA_050704235.1_ASM5070423v1_genomic_hits	Z2098	100.0	1.0	CP077574.1	200
GCA_050704235.1_GCA_050704235.1_ASM5070423v1_genomic_hits	eae	100.0	1.0	CP077574.1	91
GCA_050704235.1_GCA_050704235.1_ASM5070423v1_genomic_hits	espK	100.0	1.0	CP077574.1	176
GCA_050704235.1_GCA_050704235.1_ASM5070423v1_genomic_hits	espN	100.0	1.0	CP077574.1	181
GCA_050704235.1_GCA_050704235.1_ASM5070423v1_genomic_hits	espV	98.84	0.972	CP077574.1	173
GCA_050704235.1_GCA_050704235.1_ASM5070423v1_genomic_hits	stx1	100.0	1.0	CP077574.1	112
GCA_050704235.1_GCA_050704235.1_ASM5070423v1_genomic_hits	stx2	100.0	1.0	CP077574.1	83
GCA_050704235.1_GCA_050704235.1_ASM5070423v1_genomic_hits	ureD	100.0	1.0	CP077574.1	188
GCA_050704245.1_GCA_050704245.1_ASM5070424v1_genomic_hits	Z2098	100.0	1.0	CP077585.1	200
GCA_050704245.1_GCA_050704245.1_ASM5070424v1_genomic_hits	eae	100.0	1.0	CP077585.1	91
GCA_050704245.1_GCA_050704245.1_ASM5070424v1_genomic_hits	espK	100.0	1.0	CP077585.1	176
GCA_050704245.1_GCA_050704245.1_ASM5070424v1_genomic_hits	espN	100.0	1.0	CP077585.1	181
GCA_050704245.1_GCA_050704245.1_ASM5070424v1_genomic_hits	espV	98.84	0.972	CP077585.1	173
GCA_050704245.1_GCA_050704245.1_ASM5070424v1_genomic_hits	stx1	100.0	1.0	CP077585.1	112
GCA_050704245.1_GCA_050704245.1_ASM5070424v1_genomic_hits	ureD	100.0	1.0	CP077585.1	188
GCA_050704915.1_GCA_050704915.1_ASM5070491v1_genomic_hits	Z2098	100.0	1.0	CP077588.1	200
GCA_050704915.1_GCA_050704915.1_ASM5070491v1_genomic_hits	eae	100.0	1.0	CP077588.1	91
GCA_050704915.1_GCA_050704915.1_ASM5070491v1_genomic_hits	espK	100.0	1.0	CP077588.1	176
GCA_050704915.1_GCA_050704915.1_ASM5070491v1_genomic_hits	espN	100.0	1.0	CP077588.1	181
GCA_050704915.1_GCA_050704915.1_ASM5070491v1_genomic_hits	espV	98.84	0.972	CP077588.1	173
GCA_050704915.1_GCA_050704915.1_ASM5070491v1_genomic_hits	stx1	100.0	1.0	CP077588.1	112
GCA_050704915.1_GCA_050704915.1_ASM5070491v1_genomic_hits	ureD	100.0	1.0	CP077588.1	188
GCA_050704925.1_GCA_050704925.1_ASM5070492v1_genomic_hits	Z2098	100.0	1.0	CP077596.1	200
GCA_050704925.1_GCA_050704925.1_ASM5070492v1_genomic_hits	eae	100.0	1.0	CP077596.1	91
GCA_050704925.1_GCA_050704925.1_ASM5070492v1_genomic_hits	espK	100.0	1.0	CP077596.1	176
GCA_050704925.1_GCA_050704925.1_ASM5070492v1_genomic_hits	espN	100.0	1.0	CP077596.1	181
GCA_050704925.1_GCA_050704925.1_ASM5070492v1_genomic_hits	espV	98.84	0.972	CP077596.1	173
GCA_050704925.1_GCA_050704925.1_ASM5070492v1_genomic_hits	stx1	100.0	1.0	CP077596.1	112
GCA_050704925.1_GCA_050704925.1_ASM5070492v1_genomic_hits	ureD	100.0	1.0	CP077596.1	188
GCA_050705825.1_GCA_050705825.1_ASM5070582v1_genomic_hits	Z2098	100.0	1.0	CP077600.1	200
GCA_050705825.1_GCA_050705825.1_ASM5070582v1_genomic_hits	eae	100.0	1.0	CP077600.1	91
GCA_050705825.1_GCA_050705825.1_ASM5070582v1_genomic_hits	espK	100.0	1.0	CP077600.1	176
GCA_050705825.1_GCA_050705825.1_ASM5070582v1_genomic_hits	espN	100.0	1.0	CP077600.1	181
GCA_050705825.1_GCA_050705825.1_ASM5070582v1_genomic_hits	espV	98.84	0.972	CP077600.1	173
GCA_050705825.1_GCA_050705825.1_ASM5070582v1_genomic_hits	stx1	100.0	1.0	CP077600.1	112
GCA_050705825.1_GCA_050705825.1_ASM5070582v1_genomic_hits	stx2	100.0	1.0	CP077600.1	83
GCA_050705825.1_GCA_050705825.1_ASM5070582v1_genomic_hits	ureD	100.0	1.0	CP077600.1	188
GCA_050870965.1_GCA_050870965.1_ASM5087096v1_genomic_hits	Z2098	100.0	1.0	CP194053.1	200
GCA_050870965.1_GCA_050870965.1_ASM5087096v1_genomic_hits	eae	100.0	1.0	CP194053.1	91
GCA_050870965.1_GCA_050870965.1_ASM5087096v1_genomic_hits	espK	100.0	1.0	CP194053.1	176
GCA_050870965.1_GCA_050870965.1_ASM5087096v1_genomic_hits	espN	100.0	1.0	CP194053.1	181
GCA_050870965.1_GCA_050870965.1_ASM5087096v1_genomic_hits	espV	100.0	1.0	CP194053.1	178
GCA_050870965.1_GCA_050870965.1_ASM5087096v1_genomic_hits	stx1	100.0	1.0	CP194053.1	112
GCA_050870965.1_GCA_050870965.1_ASM5087096v1_genomic_hits	stx2	100.0	1.0	CP194053.1	83
GCA_050870965.1_GCA_050870965.1_ASM5087096v1_genomic_hits	ureD	100.0	1.0	CP194053.1	188
GCA_050870975.1_GCA_050870975.1_ASM5087097v1_genomic_hits	Z2098	100.0	1.0	CP194055.1	200
GCA_050870975.1_GCA_050870975.1_ASM5087097v1_genomic_hits	eae	100.0	1.0	CP194055.1	91
GCA_050870975.1_GCA_050870975.1_ASM5087097v1_genomic_hits	espK	100.0	1.0	CP194055.1	176
GCA_050870975.1_GCA_050870975.1_ASM5087097v1_genomic_hits	espN	100.0	1.0	CP194055.1	181
GCA_050870975.1_GCA_050870975.1_ASM5087097v1_genomic_hits	espV	100.0	1.0	CP194055.1	178
GCA_050870975.1_GCA_050870975.1_ASM5087097v1_genomic_hits	stx1	100.0	1.0	CP194055.1	112
GCA_050870975.1_GCA_050870975.1_ASM5087097v1_genomic_hits	stx2	100.0	1.0	CP194055.1	83
GCA_050870975.1_GCA_050870975.1_ASM5087097v1_genomic_hits	ureD	100.0	1.0	CP194055.1	188
GCA_050920405.1_GCA_050920405.1_ASM5092040v1_genomic_hits	stx2	100.0	1.0	CP169307.1	83
GCA_050920405.1_GCA_050920405.1_ASM5092040v1_genomic_hits	ureD	100.0	1.0	CP169307.1	188
GCA_050920415.1_GCA_050920415.1_ASM5092041v1_genomic_hits	stx2	100.0	1.0	CP169309.1	83
GCA_050920425.1_GCA_050920425.1_ASM5092042v1_genomic_hits	stx2	100.0	1.0	CP169397.1	83
GCA_050920425.1_GCA_050920425.1_ASM5092042v1_genomic_hits	ureD	100.0	1.0	CP169397.1	188
GCA_050920435.1_GCA_050920435.1_ASM5092043v1_genomic_hits	stx2	100.0	1.0	CP169399.1	83
GCA_050920445.1_GCA_050920445.1_ASM5092044v1_genomic_hits	eae	100.0	1.0	CP169402.1	91
GCA_050920445.1_GCA_050920445.1_ASM5092044v1_genomic_hits	espV	89.59	0.972	CP169402.1	173
GCA_050920445.1_GCA_050920445.1_ASM5092044v1_genomic_hits	stx2	100.0	1.0	CP169402.1	83
GCA_050920455.1_GCA_050920455.1_ASM5092045v1_genomic_hits	Z2098	100.0	1.0	CP169404.1	200
GCA_050920455.1_GCA_050920455.1_ASM5092045v1_genomic_hits	eae	98.9	1.0	CP169404.1	91
GCA_050920455.1_GCA_050920455.1_ASM5092045v1_genomic_hits	espV	98.27	0.972	CP169404.1	173
GCA_050920455.1_GCA_050920455.1_ASM5092045v1_genomic_hits	stx1	100.0	1.0	CP169404.1	112
GCA_050920465.1_GCA_050920465.1_ASM5092046v1_genomic_hits	Z2098	100.0	1.0	CP169406.1	200
GCA_050920465.1_GCA_050920465.1_ASM5092046v1_genomic_hits	eae	100.0	1.0	CP169406.1	91
GCA_050920465.1_GCA_050920465.1_ASM5092046v1_genomic_hits	espV	97.75	1.0	CP169406.1	178
GCA_050920465.1_GCA_050920465.1_ASM5092046v1_genomic_hits	stx1	100.0	1.0	CP169406.1	112
GCA_050920465.1_GCA_050920465.1_ASM5092046v1_genomic_hits	ureD	100.0	1.0	CP169406.1	188
GCA_050920475.1_GCA_050920475.1_ASM5092047v1_genomic_hits	Z2098	100.0	1.0	CP169408.1	200
GCA_050920475.1_GCA_050920475.1_ASM5092047v1_genomic_hits	eae	98.9	1.0	CP169408.1	91
GCA_050920475.1_GCA_050920475.1_ASM5092047v1_genomic_hits	espN	99.45	1.0	CP169408.1	181
GCA_050920475.1_GCA_050920475.1_ASM5092047v1_genomic_hits	espV	98.31	1.0	CP169408.1	178
GCA_050920485.1_GCA_050920485.1_ASM5092048v1_genomic_hits	Z2098	100.0	1.0	CP169410.1	200
GCA_050920485.1_GCA_050920485.1_ASM5092048v1_genomic_hits	eae	98.9	1.0	CP169410.1	91
GCA_050920485.1_GCA_050920485.1_ASM5092048v1_genomic_hits	espN	99.45	1.0	CP169410.1	181
GCA_050920485.1_GCA_050920485.1_ASM5092048v1_genomic_hits	espV	98.31	1.0	CP169410.1	178
GCA_050957145.1_GCA_050957145.1_ASM5095714v1_genomic_hits	ureD	100.0	1.0	CP069093.1	188
GCA_051012475.1_GCA_051012475.1_ASM5101247v1_genomic_hits	eae	100.0	1.0	CP074760.1	91
GCA_051012485.1_GCA_051012485.1_ASM5101248v1_genomic_hits	eae	100.0	1.0	CP074756.1	91
GCA_051106255.1_GCA_051106255.1_ASM5110625v1_genomic_hits	eae	100.0	1.0	CP176406.1	91
GCA_051106255.1_GCA_051106255.1_ASM5110625v1_genomic_hits	espV	98.27	0.972	CP176406.1	173
GCA_051122675.1_GCA_051122675.1_ASM5112267v1_genomic_hits	eae	100.0	1.0	CP182203.1	91
GCA_051122675.1_GCA_051122675.1_ASM5112267v1_genomic_hits	espV	98.84	0.972	CP182203.1	173
GCA_051122685.1_GCA_051122685.1_ASM5112268v1_genomic_hits	eae	100.0	1.0	CP182220.1	91
GCA_051122685.1_GCA_051122685.1_ASM5112268v1_genomic_hits	espK	100.0	1.0	CP182220.1	176
GCA_051549685.1_GCA_051549685.1_ASM5154968v1_genomic_hits	aggR	100.0	1.0	CP196121.1	107
GCA_051604815.1_GCA_051604815.1_ASM5160481v1_genomic_hits	eae	100.0	1.0	CP195362.1	91
GCA_051604815.1_GCA_051604815.1_ASM5160481v1_genomic_hits	espK	100.0	1.0	CP195362.1	176
GCA_051860275.1_GCA_051860275.1_ASM5186027v1_genomic_hits	aggR	100.0	1.0	CP145100.1	107
GCA_051991435.1_GCA_051991435.1_E602687_genomic_hits	eae	100.0	1.0	CP189657.1	91
GCA_051991435.1_GCA_051991435.1_E602687_genomic_hits	espV	98.84	0.972	CP189657.1	173
GCA_052765405.1_GCA_052765405.1_ASM5276540v1_genomic_hits	aggR	99.06	1.0	JBQRCF010000002.1	107
GCA_052766415.1_GCA_052766415.1_ASM5276641v1_genomic_hits	aggR	99.06	1.0	JBQRDG010000003.1	107
GCA_052766605.1_GCA_052766605.1_ASM5276660v1_genomic_hits	aggR	99.06	1.0	JBQRDK010000003.1	107
GCA_052766765.1_GCA_052766765.1_ASM5276676v1_genomic_hits	aggR	100.0	1.0	JBQRDP010000002.1	107
GCA_052767385.1_GCA_052767385.1_ASM5276738v1_genomic_hits	eae	100.0	1.0	CM127687.1	91
GCA_052767385.1_GCA_052767385.1_ASM5276738v1_genomic_hits	espK	100.0	1.0	CM127687.1	176
GCA_052767385.1_GCA_052767385.1_ASM5276738v1_genomic_hits	espV	98.84	0.972	CM127687.1	173
GCA_052767385.1_GCA_052767385.1_ASM5276738v1_genomic_hits	ureD	100.0	1.0	CM127687.1	188
GCA_052767395.1_GCA_052767395.1_ASM5276739v1_genomic_hits	aggR	100.0	1.0	JBQREH010000002.1	107
GCA_052767485.1_GCA_052767485.1_ASM5276748v1_genomic_hits	aggR	98.13	1.0	JBQREI010000003.1	107
GCA_052768985.1_GCA_052768985.1_ASM5276898v1_genomic_hits	ureD	100.0	1.0	CM127728.1	188
GCA_052769565.1_GCA_052769565.1_ASM5276956v1_genomic_hits	aggR	99.06	1.0	JBQRGL010000002.1	107
GCA_052770545.1_GCA_052770545.1_ASM5277054v1_genomic_hits	aggR	100.0	1.0	JBQRHK010000003.1	107
GCA_052770685.1_GCA_052770685.1_ASM5277068v1_genomic_hits	aggR	100.0	1.0	JBQRHO010000003.1	107
GCA_052771525.1_GCA_052771525.1_ASM5277152v1_genomic_hits	ureD	100.0	1.0	CM127797.1	188
GCA_052882255.1_GCA_052882255.1_ASM5288225v1_genomic_hits	aggR	100.0	1.0	JBQRBF010000002.1	107
GCA_052884195.1_GCA_052884195.1_ASM5288419v1_genomic_hits	Z2098	100.0	1.0	CP173113.1	200
GCA_052884195.1_GCA_052884195.1_ASM5288419v1_genomic_hits	eae	100.0	1.0	CP173113.1	91
GCA_052884195.1_GCA_052884195.1_ASM5288419v1_genomic_hits	espK	100.0	1.0	CP173113.1	176
GCA_052884195.1_GCA_052884195.1_ASM5288419v1_genomic_hits	espN	100.0	1.0	CP173113.1	181
GCA_052884195.1_GCA_052884195.1_ASM5288419v1_genomic_hits	espV	100.0	1.0	CP173113.1	178
GCA_052884195.1_GCA_052884195.1_ASM5288419v1_genomic_hits	stx1	100.0	1.0	CP173113.1	112
